,Start Timestamp,End Timestamp,Start Latitude,Start Longitude,End Latitude,End Longitude,Distance,Activity,Confidence
151,2022-06-24 23:30:10.363000+00:00,2022-06-24 23:33:03.740000+00:00,47..6725641,-117..3960323,47..6748759,-117..3904087,1124,IN_PASSENGER_VEHICLE,HIGH
152,2022-06-25 03:48:44.998000+00:00,2022-06-25 03:52:36.704000+00:00,47..6746797,-117..3912280,47..6726176,-117..3959612,674,IN_PASSENGER_VEHICLE,HIGH
153,2022-06-25 03:57:46.675000+00:00,2022-06-25 04:00:57.500000+00:00,47..6725574,-117..3959652,47..6748664,-117..3909290,1291,IN_PASSENGER_VEHICLE,HIGH
154,2022-06-25 05:40:15+00:00,2022-06-25 06:10:34.955000+00:00,47..6749648,-117..3911327,47..8562549,-117..2756946,23802,IN_PASSENGER_VEHICLE,HIGH
155,2022-06-25 06:16:24.468000+00:00,2022-06-25 06:42:16.952000+00:00,47..8562570,-117..2756918,47..6749182,-117..3911007,22330,IN_PASSENGER_VEHICLE,HIGH
156,2022-06-25 17:32:46.645000+00:00,2022-06-25 18:44:36.914000+00:00,47..6749111,-117..3911529,47..6748908,-117..3909152,45961,IN_PASSENGER_VEHICLE,HIGH
157,2022-06-25 18:52:15.871000+00:00,2022-06-25 19:00:28.842000+00:00,47..6747293,-117..3910103,47..7048267,-117..3984618,3726,IN_PASSENGER_VEHICLE,HIGH
158,2022-06-25 21:51:11.877000+00:00,2022-06-25 22:01:52+00:00,47..7049323,-117..3995680,47..6680362,-117..4125812,5444,IN_PASSENGER_VEHICLE,HIGH
159,2022-06-25 22:09:07.871000+00:00,2022-06-25 22:48:12.906000+00:00,47..6678743,-117..4116243,47..8562576,-117..2756848,24452,IN_PASSENGER_VEHICLE,HIGH
160,2022-06-26 02:52:18.198000+00:00,2022-06-26 04:25:51.825000+00:00,47..8562540,-117..2756903,47..6751361,-117..3911812,22047,IN_PASSENGER_VEHICLE,MEDIUM
161,2022-06-26 20:00:24.179000+00:00,2022-06-26 20:02:22.406000+00:00,47..6750864,-117..3912081,47..6726703,-117..3960407,607,IN_PASSENGER_VEHICLE,HIGH
162,2022-06-26 20:17:41.698000+00:00,2022-06-26 21:03:50+00:00,47..6716502,-117..3961625,47..6740029,-116..7797687,49696,IN_PASSENGER_VEHICLE,HIGH
163,2022-06-26 22:42:09.188000+00:00,2022-06-26 22:44:50.172000+00:00,47..6735349,-116..7818751,47..6734172,-116..7798439,152,WALKING,HIGH
164,2022-06-26 22:52:52.182000+00:00,2022-06-27 01:01:34.047000+00:00,47..6728042,-116..7783334,47..6747613,-117..3908128,52512,IN_PASSENGER_VEHICLE,MEDIUM
165,2022-06-27 01:14:22+00:00,2022-06-27 01:17:45+00:00,47..6747378,-117..3921776,47..6832537,-117..4127819,2317,IN_PASSENGER_VEHICLE,HIGH
166,2022-06-27 01:31:34.679000+00:00,2022-06-27 02:07:18.925000+00:00,47..6831810,-117..4111187,47..8562567,-117..2756841,24086,IN_PASSENGER_VEHICLE,HIGH
167,2022-06-27 03:34:27.170000+00:00,2022-06-27 04:06:46.534000+00:00,47..8562558,-117..2756826,47..6746881,-117..3910645,22974,IN_PASSENGER_VEHICLE,HIGH
168,2022-06-27 16:50:08.660000+00:00,2022-06-27 16:56:57+00:00,47..6747252,-117..3912671,47..6674376,-117..4010966,1529,IN_PASSENGER_VEHICLE,MEDIUM
169,2022-06-27 23:00:34.308000+00:00,2022-06-27 23:13:36.439000+00:00,47..6668996,-117..4017839,47..6748464,-117..3904308,2064,IN_PASSENGER_VEHICLE,HIGH
170,2022-06-28 16:47:48.620000+00:00,2022-06-28 16:56:08.014000+00:00,47..6749125,-117..3912374,47..6671920,-117..4007925,1871,IN_PASSENGER_VEHICLE,HIGH
171,2022-06-28 23:00:16.005000+00:00,2022-06-28 23:11:13.647000+00:00,47..6665279,-117..4005195,47..6748092,-117..3906828,1968,IN_PASSENGER_VEHICLE,HIGH
172,2022-06-29 16:48:01+00:00,2022-06-29 16:55:42.273000+00:00,47..6748155,-117..3912281,47..6675451,-117..4012315,1620,IN_PASSENGER_VEHICLE,HIGH
173,2022-06-29 23:00:12.762000+00:00,2022-06-29 23:16:06.794000+00:00,47..6669613,-117..4006113,47..7091784,-117..4108174,5099,IN_PASSENGER_VEHICLE,MEDIUM
174,2022-06-29 23:30:49.420000+00:00,2022-06-29 23:44:55.713000+00:00,47..7089197,-117..4094366,47..6748680,-117..3909752,4700,IN_PASSENGER_VEHICLE,HIGH
175,2022-06-30 16:47:33.811000+00:00,2022-06-30 16:54:23.030000+00:00,47..6747537,-117..3911287,47..6673882,-117..4003926,1571,IN_PASSENGER_VEHICLE,HIGH
176,2022-06-30 23:18:06.405000+00:00,2022-06-30 23:52:11.552000+00:00,47..6677354,-117..4013595,47..8487426,-117..2933109,25755,IN_PASSENGER_VEHICLE,HIGH
177,2022-07-01 00:06:37+00:00,2022-07-01 00:42:36+00:00,47..8561211,-117..2755381,47..6699807,-117..3964384,23756,IN_PASSENGER_VEHICLE,HIGH
178,2022-07-01 01:11:23.130000+00:00,2022-07-01 01:15:30+00:00,47..6713635,-117..3964892,47..6748679,-117..3905026,1916,IN_PASSENGER_VEHICLE,HIGH
179,2022-07-01 16:49:43+00:00,2022-07-01 16:56:23.699000+00:00,47..6748527,-117..3912375,47..6676650,-117..4003243,1543,IN_PASSENGER_VEHICLE,HIGH
180,2022-07-01 23:04:33.197000+00:00,2022-07-01 23:13:36.669000+00:00,47..6675585,-117..4014882,47..6750331,-117..3904619,1873,IN_PASSENGER_VEHICLE,HIGH
181,2022-07-02 21:25:21.111000+00:00,2022-07-02 21:26:27.641000+00:00,47..6746699,-117..3914489,47..6748983,-117..3963414,367,IN_PASSENGER_VEHICLE,HIGH
182,2022-07-02 21:33:46+00:00,2022-07-02 22:08:09+00:00,47..6746385,-117..3967412,47..5183056,-117..6920132,41093,IN_PASSENGER_VEHICLE,HIGH
183,2022-07-03 01:53:38+00:00,2022-07-03 02:16:24.144000+00:00,47..5172411,-117..6911980,47..6748521,-117..3909732,32820,IN_PASSENGER_VEHICLE,HIGH
184,2022-07-03 19:42:25.092000+00:00,2022-07-03 19:52:13.049000+00:00,47..6747683,-117..3911147,47..6669264,-117..4009558,1442,IN_PASSENGER_VEHICLE,HIGH
185,2022-07-03 23:52:55.680000+00:00,2022-07-04 00:02:21.847000+00:00,47..6669632,-117..4014966,47..6749775,-117..3910041,2061,IN_PASSENGER_VEHICLE,HIGH
186,2022-07-04 01:32:37.208000+00:00,2022-07-04 01:43:18.624000+00:00,47..6748424,-117..3908934,47..7088036,-117..4096011,4604,IN_PASSENGER_VEHICLE,HIGH
187,2022-07-04 02:05:46.727000+00:00,2022-07-04 02:17:09.951000+00:00,47..7092797,-117..4103018,47..6813123,-117..4054690,5046,IN_PASSENGER_VEHICLE,MEDIUM
188,2022-07-04 02:44:18.541000+00:00,2022-07-04 02:52:30.265000+00:00,47..6817243,-117..4050504,47..6953527,-117..3741921,3475,IN_PASSENGER_VEHICLE,HIGH
189,2022-07-04 03:00:19.504000+00:00,2022-07-04 03:05:41.652000+00:00,47..6953512,-117..3741901,47..6749007,-117..3909220,3014,IN_PASSENGER_VEHICLE,HIGH
190,2022-07-04 19:01:22.169000+00:00,2022-07-04 19:16:47.681000+00:00,47..6748637,-117..3909858,47..6747558,-117..3909979,7042,IN_PASSENGER_VEHICLE,HIGH
191,2022-07-04 19:25:58.145000+00:00,2022-07-04 19:55:15.651000+00:00,47..6747779,-117..3907668,47..8562589,-117..2756847,23729,IN_PASSENGER_VEHICLE,HIGH
192,2022-07-05 02:15:20+00:00,2022-07-05 02:54:59.615000+00:00,47..8568283,-117..2764396,47..8546957,-117..2695863,1827,WALKING,MEDIUM
193,2022-07-05 04:28:22.824000+00:00,2022-07-05 05:00:42.730000+00:00,47..8562573,-117..2756841,47..6750150,-117..3904034,22282,IN_PASSENGER_VEHICLE,HIGH
194,2022-07-05 16:46:15.029000+00:00,2022-07-05 16:53:01.324000+00:00,47..6747486,-117..3911477,47..6675594,-117..4004193,1471,IN_PASSENGER_VEHICLE,HIGH
195,2022-07-05 19:34:00+00:00,2022-07-05 19:39:07.974000+00:00,47..6673313,-117..4001540,47..6689154,-117..3975799,295,WALKING,HIGH
196,2022-07-05 19:49:20.329000+00:00,2022-07-05 19:58:12.355000+00:00,47..6695050,-117..3979075,47..6669767,-117..4009865,444,WALKING,HIGH
197,2022-07-05 23:00:10.197000+00:00,2022-07-05 23:13:19.428000+00:00,47..6665261,-117..4005927,47..6747108,-117..3906779,2241,IN_PASSENGER_VEHICLE,HIGH
198,2022-07-06 00:01:45.694000+00:00,2022-07-06 00:22:11.987000+00:00,47..6750322,-117..3911248,47..7470810,-117..3946059,9211,IN_PASSENGER_VEHICLE,HIGH
199,2022-07-06 00:53:09.732000+00:00,2022-07-06 01:07:38.148000+00:00,47..7470622,-117..3946172,47..6756681,-117..3903507,8325,IN_PASSENGER_VEHICLE,HIGH
200,2022-07-06 16:48:59.772000+00:00,2022-07-06 16:58:40+00:00,47..6750467,-117..3911233,47..6674500,-117..4010651,1937,IN_PASSENGER_VEHICLE,LOW
201,2022-07-06 23:00:00.365000+00:00,2022-07-06 23:11:56.550000+00:00,47..6666041,-117..4009208,47..6759341,-117..3903891,2024,IN_PASSENGER_VEHICLE,HIGH
202,2022-07-06 23:25:04+00:00,2022-07-06 23:29:28.606000+00:00,47..6747787,-117..3911915,47..6715316,-117..4102192,1806,IN_PASSENGER_VEHICLE,HIGH
203,2022-07-07 04:35:20.370000+00:00,2022-07-07 05:58:42.878000+00:00,47..6715586,-117..4105228,47..6748026,-117..3913303,1552,IN_PASSENGER_VEHICLE,HIGH
204,2022-07-07 16:45:07+00:00,2022-07-07 16:48:23.777000+00:00,47..6748832,-117..3946625,47..6683993,-117..4019945,1026,IN_PASSENGER_VEHICLE,HIGH
205,2022-07-07 23:01:39.576000+00:00,2022-07-07 23:07:37.856000+00:00,47..6666038,-117..4009486,47..6700583,-117..3964137,709,IN_PASSENGER_VEHICLE,MEDIUM
206,2022-07-07 23:13:21.637000+00:00,2022-07-07 23:26:14.408000+00:00,47..6704851,-117..3964458,47..6751208,-117..3912250,1857,IN_PASSENGER_VEHICLE,MEDIUM
207,2022-07-08 16:50:42.609000+00:00,2022-07-08 16:56:46.643000+00:00,47..6747885,-117..3913397,47..6669050,-117..4007429,1345,IN_PASSENGER_VEHICLE,HIGH
208,2022-07-08 22:56:48+00:00,2022-07-08 23:02:29+00:00,47..6695034,-117..4013268,47..6752098,-117..3905015,1914,IN_PASSENGER_VEHICLE,HIGH
209,2022-07-09 00:34:57.124000+00:00,2022-07-09 00:43:14+00:00,47..6747805,-117..3913047,47..7048601,-117..3983009,3897,IN_PASSENGER_VEHICLE,HIGH
210,2022-07-09 01:27:14+00:00,2022-07-09 02:04:16+00:00,47..7048288,-117..3983453,47..6749899,-117..3905097,34068,IN_PASSENGER_VEHICLE,HIGH
211,2022-07-09 02:19:14.077000+00:00,2022-07-09 02:26:50.996000+00:00,47..6747589,-117..3913341,47..7049441,-117..3987502,3924,IN_PASSENGER_VEHICLE,HIGH
212,2022-07-09 03:18:23+00:00,2022-07-09 03:29:00+00:00,47..7048442,-117..3971384,47..6483441,-117..3902961,6667,IN_PASSENGER_VEHICLE,HIGH
213,2022-07-09 04:41:00+00:00,2022-07-09 04:49:43+00:00,47..6468235,-117..3898374,47..6747685,-117..3905246,5018,IN_PASSENGER_VEHICLE,HIGH
214,2022-07-09 20:07:00.475000+00:00,2022-07-09 20:40:03.215000+00:00,47..6747707,-117..3912737,47..8562402,-117..2756776,23670,IN_PASSENGER_VEHICLE,HIGH
215,2022-07-10 04:40:19.872000+00:00,2022-07-10 05:09:50.251000+00:00,47..8562420,-117..2756677,47..6747999,-117..3912984,22052,IN_PASSENGER_VEHICLE,HIGH
216,2022-07-10 21:58:27.058000+00:00,2022-07-10 22:13:32.947000+00:00,47..6748075,-117..3912420,47..6353312,-117..4135377,5747,IN_PASSENGER_VEHICLE,HIGH
217,2022-07-10 22:13:32.947000+00:00,2022-07-11 00:05:20.883000+00:00,47..6353312,-117..4135377,47..6355017,-117..4150531,2298,WALKING,LOW
218,2022-07-11 00:05:20.883000+00:00,2022-07-11 00:21:11.659000+00:00,47..6355017,-117..4150531,47..6679000,-117..3980881,4236,IN_PASSENGER_VEHICLE,HIGH
219,2022-07-11 00:55:53+00:00,2022-07-11 01:04:04.566000+00:00,47..6681034,-117..3981101,47..6474080,-117..4134407,3201,IN_PASSENGER_VEHICLE,HIGH
220,2022-07-11 01:38:05.831000+00:00,2022-07-11 01:48:52.102000+00:00,47..6471384,-117..4131515,47..6748343,-117..3910859,3932,IN_PASSENGER_VEHICLE,HIGH
221,2022-07-11 03:00:51.119000+00:00,2022-07-11 03:23:38.539000+00:00,47..6748682,-117..3908914,47..6452677,-117..5587998,15633,IN_PASSENGER_VEHICLE,HIGH
222,2022-07-11 04:20:35.515000+00:00,2022-07-11 04:40:49.421000+00:00,47..6451150,-117..5590556,47..6747267,-117..3910981,13742,IN_PASSENGER_VEHICLE,HIGH
223,2022-07-11 16:12:44+00:00,2022-07-11 16:16:26+00:00,47..6748692,-117..3911295,47..6745575,-117..4161905,1904,IN_PASSENGER_VEHICLE,HIGH
224,2022-07-11 16:46:55.856000+00:00,2022-07-11 16:53:26.159000+00:00,47..6737766,-117..4156108,47..6748161,-117..3908802,2452,IN_PASSENGER_VEHICLE,HIGH
225,2022-07-11 17:13:41.030000+00:00,2022-07-11 17:23:40.449000+00:00,47..6749938,-117..3911335,47..6669142,-117..4007623,1771,IN_PASSENGER_VEHICLE,HIGH
226,2022-07-11 23:05:34.460000+00:00,2022-07-11 23:15:38.820000+00:00,47..6665756,-117..4006988,47..6747335,-117..3907082,2147,IN_PASSENGER_VEHICLE,HIGH
227,2022-07-12 16:43:12+00:00,2022-07-12 16:50:54.410000+00:00,47..6748834,-117..3912423,47..6671974,-117..4009613,1540,IN_PASSENGER_VEHICLE,HIGH
228,2022-07-12 23:02:33.481000+00:00,2022-07-12 23:14:58.124000+00:00,47..6665833,-117..4007462,47..6747805,-117..3906606,2074,IN_PASSENGER_VEHICLE,HIGH
229,2022-07-13 16:43:25.009000+00:00,2022-07-13 16:51:34.633000+00:00,47..6747800,-117..3911932,47..6675384,-117..4009512,1668,IN_PASSENGER_VEHICLE,HIGH
230,2022-07-13 23:02:35.714000+00:00,2022-07-13 23:19:04.342000+00:00,47..6668465,-117..4014944,47..6750809,-117..3912159,1634,IN_PASSENGER_VEHICLE,LOW
231,2022-07-14 16:46:32+00:00,2022-07-14 16:54:09.182000+00:00,47..6748487,-117..3911465,47..6675516,-117..4003780,1578,IN_PASSENGER_VEHICLE,HIGH
232,2022-07-14 23:02:49.256000+00:00,2022-07-14 23:17:29+00:00,47..6666358,-117..4008786,47..6748165,-117..3912241,1770,IN_PASSENGER_VEHICLE,HIGH
233,2022-07-15 16:09:19.480000+00:00,2022-07-15 16:56:37.305000+00:00,47..6751300,-117..3912263,47..6670816,-117..4006404,1711,IN_PASSENGER_VEHICLE,LOW
234,2022-07-15 23:59:48.280000+00:00,2022-07-16 00:15:58.821000+00:00,47..6677383,-117..4014482,47..7087755,-117..4096137,4911,IN_PASSENGER_VEHICLE,HIGH
235,2022-07-16 00:57:06.356000+00:00,2022-07-16 01:10:13.977000+00:00,47..7081395,-117..4095312,47..6746168,-117..3911408,5595,IN_PASSENGER_VEHICLE,HIGH
236,2022-07-16 19:08:05.042000+00:00,2022-07-16 19:22:44+00:00,47..6749230,-117..3911882,47..6458118,-117..3948344,3832,IN_PASSENGER_VEHICLE,HIGH
237,2022-07-16 19:22:44+00:00,2022-07-16 19:27:26+00:00,47..6458118,-117..3948344,47..6463165,-117..3906482,429,WALKING,MEDIUM
238,2022-07-16 20:58:12.807000+00:00,2022-07-16 21:08:17.358000+00:00,47..6452675,-117..3920928,47..6459818,-117..3956548,777,WALKING,LOW
239,2022-07-16 21:08:17.358000+00:00,2022-07-16 21:16:35.305000+00:00,47..6459818,-117..3956548,47..6748530,-117..3912578,3550,IN_PASSENGER_VEHICLE,HIGH
240,2022-07-16 21:27:10.618000+00:00,2022-07-16 21:57:05.342000+00:00,47..6747970,-117..3958206,47..8562444,-117..2756551,25125,IN_PASSENGER_VEHICLE,HIGH
241,2022-07-17 01:13:40.530000+00:00,2022-07-17 01:31:55.154000+00:00,47..8562455,-117..2756543,48..0218931,-117..3486715,19750,IN_PASSENGER_VEHICLE,HIGH
242,2022-07-17 02:57:55.900000+00:00,2022-07-17 03:29:27.884000+00:00,48..0368161,-117..3680824,47..8800483,-117..3580951,28064,IN_PASSENGER_VEHICLE,HIGH
243,2022-07-17 04:17:49.596000+00:00,2022-07-17 04:47:17.064000+00:00,47..8562455,-117..2756543,47..6747331,-117..3908493,24041,IN_PASSENGER_VEHICLE,HIGH
244,2022-07-18 15:47:47.721000+00:00,2022-07-18 15:58:19.139000+00:00,47..6748260,-117..3912316,47..6668989,-117..4008341,1760,IN_PASSENGER_VEHICLE,HIGH
245,2022-07-19 00:06:01.972000+00:00,2022-07-19 00:21:04.044000+00:00,47..6665761,-117..4007365,47..6747559,-117..3907513,1702,IN_PASSENGER_VEHICLE,MEDIUM
246,2022-07-19 15:47:51.903000+00:00,2022-07-19 15:55:50.970000+00:00,47..6748733,-117..3911247,47..6678280,-117..4012022,1611,IN_PASSENGER_VEHICLE,HIGH
247,2022-07-20 00:06:33.426000+00:00,2022-07-20 00:16:15+00:00,47..6672062,-117..4017763,47..6692103,-117..4264765,2301,IN_PASSENGER_VEHICLE,HIGH
248,2022-07-20 00:30:36+00:00,2022-07-20 00:35:57.978000+00:00,47..6695351,-117..4266423,47..6747260,-117..3907309,3085,IN_PASSENGER_VEHICLE,HIGH
249,2022-07-20 15:48:10.683000+00:00,2022-07-20 15:57:28.172000+00:00,47..6750416,-117..3913331,47..6675307,-117..4005077,1562,IN_PASSENGER_VEHICLE,HIGH
250,2022-07-20 23:59:10.894000+00:00,2022-07-21 00:13:08.028000+00:00,47..6665197,-117..4006947,47..6743787,-117..3901520,1993,IN_PASSENGER_VEHICLE,HIGH
251,2022-07-21 15:46:52.429000+00:00,2022-07-21 15:57:48.090000+00:00,47..6748686,-117..3910763,47..6744083,-117..4109508,2625,IN_PASSENGER_VEHICLE,HIGH
252,2022-07-21 16:04:03.977000+00:00,2022-07-21 16:11:12.479000+00:00,47..6742688,-117..4108598,47..6747533,-117..3906229,2311,IN_PASSENGER_VEHICLE,HIGH
253,2022-07-21 16:49:59+00:00,2022-07-21 16:57:10+00:00,47..6749111,-117..3912167,47..6675211,-117..4010192,1590,IN_PASSENGER_VEHICLE,HIGH
254,2022-07-21 23:06:51.469000+00:00,2022-07-21 23:17:56.201000+00:00,47..6665423,-117..4007103,47..6747404,-117..3907425,1588,IN_PASSENGER_VEHICLE,HIGH
255,2022-07-22 01:19:06+00:00,2022-07-22 01:22:30+00:00,47..6747822,-117..3915306,47..6706373,-117..4036020,1369,IN_PASSENGER_VEHICLE,HIGH
256,2022-07-22 01:28:49.041000+00:00,2022-07-22 01:33:15.159000+00:00,47..6707892,-117..4045036,47..6682982,-117..4269866,1760,IN_PASSENGER_VEHICLE,HIGH
257,2022-07-22 02:00:24.845000+00:00,2022-07-22 02:04:24.166000+00:00,47..6679554,-117..4261124,47..6707027,-117..4050334,1734,IN_PASSENGER_VEHICLE,HIGH
258,2022-07-22 03:07:45.585000+00:00,2022-07-22 03:14:10.109000+00:00,47..6708184,-117..4052187,47..6748640,-117..3910937,1781,IN_PASSENGER_VEHICLE,HIGH
259,2022-07-22 16:50:36.548000+00:00,2022-07-22 16:56:40.627000+00:00,47..6751309,-117..3912216,47..6669344,-117..4006759,1452,IN_PASSENGER_VEHICLE,HIGH
260,2022-07-22 23:57:05.723000+00:00,2022-07-23 00:05:26+00:00,47..6665529,-117..4006440,47..6694410,-117..3969148,710,IN_PASSENGER_VEHICLE,HIGH
261,2022-07-23 00:17:57+00:00,2022-07-23 00:20:02.188000+00:00,47..6716540,-117..3937237,47..6748625,-117..3912111,637,IN_PASSENGER_VEHICLE,HIGH
262,2022-07-23 00:26:26+00:00,2022-07-23 05:10:26+00:00,47..6747819,-117..3912235,47..6365857,-122..3500541,447815,IN_PASSENGER_VEHICLE,HIGH
263,2022-07-23 18:47:28.506000+00:00,2022-07-23 19:15:01.629000+00:00,47..6365911,-122..3516670,47..6374167,-122..3514107,1200,WALKING,MEDIUM
264,2022-07-23 22:11:14.548000+00:00,2022-07-23 22:21:39.495000+00:00,47..6374871,-122..3520674,47..6492883,-122..3768465,3536,IN_PASSENGER_VEHICLE,HIGH
265,2022-07-23 22:27:12.995000+00:00,2022-07-23 22:34:33.906000+00:00,47..6488431,-122..3774841,47..6539115,-122..4103213,3470,IN_PASSENGER_VEHICLE,HIGH
266,2022-07-23 22:34:33.906000+00:00,2022-07-24 00:33:43.462000+00:00,47..6539115,-122..4103213,47..6604215,-122..4069801,1078,WALKING,LOW
267,2022-07-24 00:33:43.462000+00:00,2022-07-24 00:51:10.457000+00:00,47..6604215,-122..4069801,47..6373898,-122..3513189,5765,IN_PASSENGER_VEHICLE,HIGH
268,2022-07-24 03:31:06.845000+00:00,2022-07-24 03:56:59.302000+00:00,47..6374526,-122..3512367,47..6618708,-122..2983858,5808,IN_PASSENGER_VEHICLE,HIGH
269,2022-07-24 05:15:22.383000+00:00,2022-07-24 05:34:44.276000+00:00,47..6618479,-122..2982957,47..6374913,-122..3508668,6293,IN_PASSENGER_VEHICLE,HIGH
270,2022-07-24 19:05:37+00:00,2022-07-24 19:18:10.991000+00:00,47..6376887,-122..3511363,47..6555447,-122..3807076,3898,IN_PASSENGER_VEHICLE,HIGH
271,2022-07-24 21:30:48.799000+00:00,2022-07-24 21:50:15.687000+00:00,47..6552235,-122..3811002,47..5967046,-122..3271673,8869,IN_PASSENGER_VEHICLE,HIGH
272,2022-07-24 22:31:22.579000+00:00,2022-07-24 22:44:26.310000+00:00,47..5968108,-122..3274858,47..6374459,-122..3511767,6104,IN_PASSENGER_VEHICLE,HIGH
273,2022-07-25 01:26:35.732000+00:00,2022-07-25 01:44:04.623000+00:00,47..6374103,-122..3506837,47..6283990,-122..3892760,3609,IN_PASSENGER_VEHICLE,HIGH
274,2022-07-25 02:00:13.168000+00:00,2022-07-25 03:51:39.720000+00:00,47..6279862,-122..3892173,47..6284154,-122..3891847,13957,IN_FERRY,MEDIUM
275,2022-07-25 04:09:25.555000+00:00,2022-07-25 04:21:44.507000+00:00,47..6301271,-122..3892426,47..6376722,-122..3508791,3887,IN_PASSENGER_VEHICLE,HIGH
276,2022-07-25 19:44:10+00:00,2022-07-25 20:24:55+00:00,47..6382317,-122..3511755,47..5514180,-122..0589658,28869,IN_PASSENGER_VEHICLE,HIGH
277,2022-07-25 20:36:54+00:00,2022-07-25 21:51:14+00:00,47..5514310,-122..0576117,47..1949821,-120..9543945,103453,IN_PASSENGER_VEHICLE,HIGH
278,2022-07-25 21:58:51+00:00,2022-07-26 00:56:52+00:00,47..1961143,-120..9498932,47..6746052,-117..3903619,314817,IN_PASSENGER_VEHICLE,HIGH
279,2022-07-26 15:47:17+00:00,2022-07-26 15:55:07.227000+00:00,47..6747864,-117..3912611,47..6677632,-117..4012326,1743,IN_PASSENGER_VEHICLE,HIGH
280,2022-07-26 23:00:33.744000+00:00,2022-07-26 23:09:53.913000+00:00,47..6671219,-117..4015460,47..6747394,-117..3906926,1532,IN_PASSENGER_VEHICLE,HIGH
281,2022-07-26 23:55:12+00:00,2022-07-27 00:10:15+00:00,47..6748197,-117..3912126,47..7474163,-117..4009300,8615,IN_PASSENGER_VEHICLE,HIGH
282,2022-07-27 01:27:25.889000+00:00,2022-07-27 01:50:16.462000+00:00,47..7472182,-117..4004179,47..8561729,-117..2754930,15403,IN_PASSENGER_VEHICLE,HIGH
283,2022-07-27 02:55:31.326000+00:00,2022-07-27 03:22:05.033000+00:00,47..8561704,-117..2754959,47..6757612,-117..3907436,22021,IN_PASSENGER_VEHICLE,HIGH
284,2022-07-27 03:31:26+00:00,2022-07-27 03:35:53.940000+00:00,47..6747760,-117..3912046,47..6953010,-117..3739385,2899,IN_PASSENGER_VEHICLE,HIGH
285,2022-07-27 03:42:34.085000+00:00,2022-07-27 03:47:39.886000+00:00,47..6953593,-117..3740731,47..6747840,-117..3906644,2954,IN_PASSENGER_VEHICLE,HIGH
286,2022-07-27 17:08:15+00:00,2022-07-27 17:17:42+00:00,47..6747932,-117..3913017,47..7163810,-117..3873113,5638,IN_PASSENGER_VEHICLE,HIGH
287,2022-07-27 17:35:08.003000+00:00,2022-07-27 17:55:21.969000+00:00,47..7165332,-117..3877478,47..6671222,-117..4006213,6716,IN_PASSENGER_VEHICLE,HIGH
288,2022-07-27 19:12:08.218000+00:00,2022-07-27 19:16:19.598000+00:00,47..6668797,-117..4006711,47..6689475,-117..3981865,302,WALKING,HIGH
289,2022-07-27 19:27:04.237000+00:00,2022-07-27 19:30:05.041000+00:00,47..6689042,-117..3982294,47..6675146,-117..3999515,221,WALKING,HIGH
290,2022-07-27 23:02:30.891000+00:00,2022-07-27 23:13:44+00:00,47..6669729,-117..4016090,47..6745902,-117..3903621,2178,IN_PASSENGER_VEHICLE,HIGH
291,2022-07-27 23:32:58.030000+00:00,2022-07-27 23:48:14+00:00,47..6748656,-117..3912478,47..7411110,-117..4031277,8390,IN_PASSENGER_VEHICLE,HIGH
292,2022-07-28 00:30:08.206000+00:00,2022-07-28 00:32:39+00:00,47..7421857,-117..4028218,47..7439971,-117..4053416,500,IN_PASSENGER_VEHICLE,HIGH
293,2022-07-28 01:03:20.088000+00:00,2022-07-28 01:05:36.455000+00:00,47..7437964,-117..4067443,47..7426698,-117..4025685,336,IN_PASSENGER_VEHICLE,HIGH
294,2022-07-28 01:10:29.247000+00:00,2022-07-28 01:23:11+00:00,47..7423718,-117..4015254,47..6748226,-117..3912157,8233,IN_PASSENGER_VEHICLE,HIGH
295,2022-07-28 15:47:05+00:00,2022-07-28 15:54:05.826000+00:00,47..6748065,-117..3919310,47..6670629,-117..4005617,1468,IN_PASSENGER_VEHICLE,HIGH
296,2022-07-28 22:59:42.555000+00:00,2022-07-28 23:14:38.305000+00:00,47..6666297,-117..4008425,47..6758037,-117..3908617,1959,IN_PASSENGER_VEHICLE,LOW
297,2022-07-29 15:45:43.289000+00:00,2022-07-29 15:54:07.770000+00:00,47..6748418,-117..3910125,47..6676355,-117..4009701,1484,IN_PASSENGER_VEHICLE,HIGH
298,2022-07-29 23:01:06.416000+00:00,2022-07-29 23:11:36+00:00,47..6665006,-117..4005939,47..6671884,-117..4105943,1668,IN_PASSENGER_VEHICLE,MEDIUM
299,2022-07-29 23:19:05.444000+00:00,2022-07-30 00:48:29+00:00,47..6668657,-117..4110630,47..6673038,-117..3957452,4275,IN_PASSENGER_VEHICLE,MEDIUM
300,2022-07-30 00:54:31+00:00,2022-07-30 01:01:33+00:00,47..6663074,-117..3964373,47..6438270,-117..4102456,3454,IN_PASSENGER_VEHICLE,HIGH
301,2022-07-30 03:44:52+00:00,2022-07-30 03:58:40+00:00,47..6438242,-117..4099223,47..6748271,-117..3911990,5454,IN_PASSENGER_VEHICLE,HIGH
302,2022-07-30 19:26:28+00:00,2022-07-30 19:36:08+00:00,47..6747822,-117..3923187,47..6453900,-117..4367957,6130,IN_PASSENGER_VEHICLE,HIGH
303,2022-07-30 19:48:45.776000+00:00,2022-07-30 19:54:57.096000+00:00,47..6455275,-117..4367433,47..6441621,-117..4098662,2464,IN_PASSENGER_VEHICLE,HIGH
